Model,Survival_Time,Reaction_Time,Run_Dir,Error
go100-avoid0,18.24898648262024,0.16771958860820646,runs2\00409,False
go0-avoid100,30.808616638183594,0.16185882874598376,runs2\00410,False
go25-avoid75,28.291481494903564,0.15395363884668387,runs2\00411,False
go50-avoid50,15.604804039001465,0.15532546365299627,runs2\00412,False
go75-avoid25,29.5304172039032,0.15732397973671955,runs2\00413,False
go100-avoid0,20.852785110473633,0.15670148048916985,runs2\00414,False
go0-avoid100,60.884589195251465,0.16202512301122857,runs2\00415,False
go25-avoid75,49.242241859436035,0.1590796422557588,runs2\00416,False
go50-avoid50,24.05539584159851,0.1576767637686443,runs2\00417,True
go75-avoid25,47.477837324142456,0.16849443179556484,runs2\00418,False
go100-avoid0,37.81030750274658,0.16157535062531395,runs2\00419,False
go0-avoid100,91.70438814163208,0.1643840275002804,runs2\00420,False
go25-avoid75,10.319976329803467,0.14384823626902768,runs2\00421,False
go50-avoid50,13.150197744369507,0.14223865412097092,runs2\00422,False
go75-avoid25,8.556695222854614,0.14253642571919556,runs2\00423,False
go100-avoid0,33.127522230148315,0.1551505782710766,runs2\00424,False
go0-avoid100,61.02629351615906,0.1580779479034434,runs2\00425,False
go25-avoid75,12.258216619491577,0.1475524121856787,runs2\00426,False
go50-avoid50,106.5856442451477,0.1623237859027737,runs2\00427,False
go75-avoid25,95.41531467437744,0.16606442699511456,runs2\00428,False
go100-avoid0,13.245868682861328,0.1453302804745733,runs2\00429,False
go0-avoid100,83.04229187965393,0.15930124388326694,runs2\00430,False
go25-avoid75,9.32859992980957,0.14269773490344617,runs2\00431,False
go50-avoid50,9.173714637756348,0.13936492993646224,runs2\00432,False
go75-avoid25,26.35168981552124,0.16283367153606051,runs2\00433,False
go100-avoid0,20.579535007476807,0.1533784621459857,runs2\00434,False
go0-avoid100,18.32011103630066,0.14593733017605495,runs2\00435,False
go25-avoid75,27.58820652961731,0.16263275057477086,runs2\00436,False
go50-avoid50,58.815382957458496,0.16513239779839106,runs2\00437,False
go75-avoid25,75.03126692771912,0.16201606195526475,runs2\00438,False
go100-avoid0,26.22340488433838,0.16209132694221337,runs2\00439,False
go0-avoid100,51.09727644920349,0.16222323785904552,runs2\00440,False
go25-avoid75,20.875953197479248,0.15349726909675881,runs2\00441,False
go50-avoid50,57.39347505569458,0.16116815721517447,runs2\00442,False
go75-avoid25,34.029486417770386,0.1636039002188533,runs2\00443,False
go100-avoid0,13.146831750869751,0.1490187160661877,runs2\00444,False
go0-avoid100,110.32504773139954,0.169023752927935,runs2\00445,False
go25-avoid75,18.712871551513672,0.15329903120683364,runs2\00446,False
go50-avoid50,52.166760206222534,0.16420826547019013,runs2\00447,False
go75-avoid25,18.695146322250366,0.15537390280305688,runs2\00448,False
go100-avoid0,18.162575721740723,0.1601613911891797,runs2\00449,False
go0-avoid100,17.896968841552734,0.15802457400829786,runs2\00450,False
go25-avoid75,101.31818890571594,0.16291888205038124,runs2\00451,False
go50-avoid50,49.81353497505188,0.16390443575956085,runs2\00452,False
go75-avoid25,26.437220335006714,0.1607651974553368,runs2\00453,False
go100-avoid0,30.345717191696167,0.1578776582509337,runs2\00454,False
go0-avoid100,71.12457299232483,0.16133060274930383,runs2\00455,False
go25-avoid75,30.28721022605896,0.15513624524413513,runs2\00456,False
go50-avoid50,16.233877182006836,0.14421906858884062,runs2\00457,False
go75-avoid25,23.49543786048889,0.16242304535373542,runs2\00458,False
go100-avoid0,15.24513864517212,0.14728774552411208,runs2\00459,False
go0-avoid100,32.512274980545044,0.16275909604786792,runs2\00460,False
go25-avoid75,65.2440197467804,0.16104669455696075,runs2\00461,False
go50-avoid50,21.94379711151123,0.16359377347494547,runs2\00462,True
go75-avoid25,10.979335069656372,0.14421226949273952,runs2\00463,False
go100-avoid0,5.557392835617065,0.14148745693173254,runs2\00464,False
go0-avoid100,6.57522439956665,0.1440954679989579,runs2\00465,False
go25-avoid75,16.175600290298462,0.14441874413219855,runs2\00466,False
go50-avoid50,56.85381531715393,0.16218667769792017,runs2\00467,False
go75-avoid25,16.7815842628479,0.1751208146158146,runs2\00468,False
go100-avoid0,34.45318818092346,0.16372836754384595,runs2\00469,False
go0-avoid100,9.183063983917236,0.14265872963170623,runs2\00470,False
go25-avoid75,11.12029480934143,0.1440592287530831,runs2\00471,False
go50-avoid50,5.586446523666382,0.1458135577234296,runs2\00472,False
go75-avoid25,45.47974467277527,0.15412755819286209,runs2\00473,False
go100-avoid0,73.93658304214478,0.15907803469818607,runs2\00474,False
go0-avoid100,52.79764151573181,0.15709738701498663,runs2\00475,False
go25-avoid75,100.08749628067017,0.16001406267635818,runs2\00476,False
go50-avoid50,28.62822413444519,0.15173135562333034,runs2\00477,True
go75-avoid25,41.245689153671265,0.16798282634786488,runs2\00478,False
go100-avoid0,6.579289674758911,0.14134876813176828,runs2\00479,False
go0-avoid100,10.359717845916748,0.14644779307657224,runs2\00480,False
go25-avoid75,5.543841123580933,0.1432016848012449,runs2\00481,False
go50-avoid50,9.149581909179688,0.1433861445710621,runs2\00482,False
go75-avoid25,16.38454031944275,0.14944846179421184,runs2\00483,False
go100-avoid0,38.20099925994873,0.16070825104371267,runs2\00484,False
go0-avoid100,11.59226655960083,0.15657986574397256,runs2\00485,False
go25-avoid75,27.638539791107178,0.1563867476210425,runs2\00486,False
go50-avoid50,22.613426208496094,0.1564899941561277,runs2\00487,True
go75-avoid25,17.4307279586792,0.16020339317460697,runs2\00488,False
go100-avoid0,5.550112247467041,0.1396180187224354,runs2\00489,False
go0-avoid100,5.578380823135376,0.14131412679805583,runs2\00490,False
go25-avoid75,23.491854190826416,0.15076488404081048,runs2\00491,False
go50-avoid50,51.959460735321045,0.16299273870446368,runs2\00492,True
go75-avoid25,105.71770334243774,0.1600851944148003,runs2\00493,False
go100-avoid0,65.06888699531555,0.16360289417760598,runs2\00494,False
go0-avoid100,6.53021502494812,0.14480953128633542,runs2\00495,False
go25-avoid75,49.75071120262146,0.17435919255690654,runs2\00496,False
go50-avoid50,19.043208837509155,0.16210529327530723,runs2\00497,True
go75-avoid25,59.25934720039368,0.16207514159634448,runs2\00498,False
go100-avoid0,43.9164617061615,0.16153016169324694,runs2\00499,False
go0-avoid100,47.9094557762146,0.1579763567867684,runs2\00500,False
go25-avoid75,59.498046875,0.1621802803103438,runs2\00501,False
go50-avoid50,14.877119779586792,0.15952211215295234,runs2\00502,False
go75-avoid25,28.537303924560547,0.15858152985428575,runs2\00503,False
go100-avoid0,18.782597303390503,0.15690327272926016,runs2\00504,False
go0-avoid100,13.551565647125244,0.16368228365227228,runs2\00505,False
go25-avoid75,128.43877124786377,0.16251481561245767,runs2\00506,False
go50-avoid50,56.81518292427063,0.16415000113421555,runs2\00507,False
go75-avoid25,27.256155729293823,0.1569430431640491,runs2\00508,False
go100-avoid0,22.81666374206543,0.15717920118891726,runs2\00509,False
go0-avoid100,67.96044993400574,0.15848703202754635,runs2\00510,False
go25-avoid75,25.165088891983032,0.15599466974390663,runs2\00511,False
go50-avoid50,68.66362404823303,0.1733048684685134,runs2\00512,False
go75-avoid25,76.07436060905457,0.16212325348575604,runs2\00513,False
go100-avoid0,17.95564079284668,0.1544765206864891,runs2\00514,False
go0-avoid100,39.13963508605957,0.16060520899204003,runs2\00515,False
go25-avoid75,33.26407742500305,0.16080302066752863,runs2\00516,False
go50-avoid50,104.49345993995667,0.1624208088092544,runs2\00517,False
go75-avoid25,12.643615007400513,0.1464090462301955,runs2\00518,False
go100-avoid0,31.365278244018555,0.15801144872492962,runs2\00519,False
go0-avoid100,33.736528396606445,0.15772966264344832,runs2\00520,False
go25-avoid75,19.62106966972351,0.1551231280861925,runs2\00521,False
go50-avoid50,11.861644744873047,0.16659666133754447,runs2\00522,False
go75-avoid25,12.32583475112915,0.1440279303760253,runs2\00523,False
go100-avoid0,16.15367031097412,0.14266297025736435,runs2\00524,False
go0-avoid100,17.055376768112183,0.15967320065264018,runs2\00525,False
go25-avoid75,117.29897165298462,0.16391206993943838,runs2\00526,False
go50-avoid50,6.824980735778809,0.14896862210992723,runs2\00527,False
go75-avoid25,81.87530589103699,0.16736612484857638,runs2\00528,False
go100-avoid0,25.39018702507019,0.1595218459477053,runs2\00529,False
go0-avoid100,43.36858892440796,0.1610679196308251,runs2\00530,False
go25-avoid75,18.626343965530396,0.15265135015306866,runs2\00531,False
go50-avoid50,13.837427377700806,0.16412383481170714,runs2\00532,True
go75-avoid25,13.89823317527771,0.17773638985250229,runs2\00533,False
go100-avoid0,15.659962892532349,0.1564479598957776,runs2\00534,False
go0-avoid100,16.159210205078125,0.16212125951624246,runs2\00535,False
go25-avoid75,40.3597617149353,0.16020410431171364,runs2\00536,False
go50-avoid50,65.51139616966248,0.16139246423232323,runs2\00537,False
go75-avoid25,12.30032730102539,0.14393059600327388,runs2\00538,False
go100-avoid0,11.166382789611816,0.14415854710698908,runs2\00539,False
go0-avoid100,5.578947305679321,0.1483460373381668,runs2\00540,False
go25-avoid75,32.683709144592285,0.15638734980039165,runs2\00541,False
go50-avoid50,22.79254722595215,0.1551899257700061,runs2\00542,False
go75-avoid25,33.781760454177856,0.1635288160298527,runs2\00543,False
go100-avoid0,32.7544322013855,0.15760720516970836,runs2\00544,False
go0-avoid100,46.508033752441406,0.1604513187826776,runs2\00545,False
go25-avoid75,6.586087465286255,0.14342086296669254,runs2\00546,False
go50-avoid50,38.40033197402954,0.16442642592151155,runs2\00547,False
go75-avoid25,40.138263463974,0.16391697300190194,runs2\00548,False
go100-avoid0,26.35435676574707,0.15749916961534366,runs2\00549,False
go0-avoid100,29.509799003601074,0.1581996911412716,runs2\00550,False
go25-avoid75,35.915802001953125,0.16328942231428242,runs2\00551,False
go50-avoid50,9.022568225860596,0.1468134109601938,runs2\00552,True
go75-avoid25,90.54401159286499,0.16312366667713799,runs2\00553,False
go100-avoid0,29.861912965774536,0.15544259893920506,runs2\00554,True
go0-avoid100,13.236265420913696,0.16406807549192964,runs2\00555,False
go25-avoid75,18.857680559158325,0.15189541004222587,runs2\00556,False
go50-avoid50,37.904539823532104,0.16364573904483565,runs2\00557,False
